Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
O00483	reviewed	NDUA4_HUMAN	Cytochrome c oxidase subunit NDUFA4 (Complex I-MLRQ) (CI-MLRQ) (NADH-ubiquinone oxidoreductase MLRQ subunit)	NDUFA4	Homo sapiens (Human)	81
O00487	reviewed	PSDE_HUMAN	26S proteasome non-ATPase regulatory subunit 14 (EC 3.4.19.-) (26S proteasome regulatory subunit RPN11) (26S proteasome-associated PAD1 homolog 1)	PSMD14 POH1	Homo sapiens (Human)	310
O00488	reviewed	ZN593_HUMAN	Zinc finger protein 593 (Zinc finger protein T86)	ZNF593 ZT86	Homo sapiens (Human)	134
O00499	reviewed	BIN1_HUMAN	Myc box-dependent-interacting protein 1 (Amphiphysin II) (Amphiphysin-like protein) (Box-dependent myc-interacting protein 1) (Bridging integrator 1)	BIN1 AMPHL	Homo sapiens (Human)	593
O00506	reviewed	STK25_HUMAN	Serine/threonine-protein kinase 25 (EC 2.7.11.1) (Ste20-like kinase) (Sterile 20/oxidant stress-response kinase 1) (SOK-1) (Ste20/oxidant stress response kinase 1)	STK25 SOK1 YSK1	Homo sapiens (Human)	426
O00512	reviewed	BCL9_HUMAN	B-cell CLL/lymphoma 9 protein (B-cell lymphoma 9 protein) (Bcl-9) (Protein legless homolog)	BCL9	Homo sapiens (Human)	1426
O00522	reviewed	KRIT1_HUMAN	Krev interaction trapped protein 1 (Krev interaction trapped 1) (Cerebral cavernous malformations 1 protein)	KRIT1 CCM1	Homo sapiens (Human)	736
O00541	reviewed	PESC_HUMAN	Pescadillo homolog	PES1	Homo sapiens (Human)	588
O00548	reviewed	DLL1_HUMAN	Delta-like protein 1 (Drosophila Delta homolog 1) (Delta1) (H-Delta-1)	DLL1 UNQ146/PRO172	Homo sapiens (Human)	723
O00555	reviewed	CAC1A_HUMAN	Voltage-dependent P/Q-type calcium channel subunit alpha-1A (Brain calcium channel I) (BI) (Calcium channel, L type, alpha-1 polypeptide isoform 4) (Voltage-gated calcium channel subunit alpha Cav2.1)	CACNA1A CACH4 CACN3 CACNL1A4	Homo sapiens (Human)	2506
O00560	reviewed	SDCB1_HUMAN	Syntenin-1 (Melanoma differentiation-associated protein 9) (MDA-9) (Pro-TGF-alpha cytoplasmic domain-interacting protein 18) (TACIP18) (Scaffold protein Pbp1) (Syndecan-binding protein 1)	SDCBP MDA9 SYCL	Homo sapiens (Human)	298
O00566	reviewed	MPP10_HUMAN	U3 small nucleolar ribonucleoprotein protein MPP10 (M phase phosphoprotein 10)	MPHOSPH10 MPP10	Homo sapiens (Human)	681
O00567	reviewed	NOP56_HUMAN	Nucleolar protein 56 (Nucleolar protein 5A)	NOP56 NOL5A	Homo sapiens (Human)	594
O00571	reviewed	DDX3X_HUMAN	ATP-dependent RNA helicase DDX3X (EC 3.6.4.13) (CAP-Rf) (DEAD box protein 3, X-chromosomal) (DEAD box, X isoform) (DBX) (Helicase-like protein 2) (HLP2)	DDX3X DBX DDX3	Homo sapiens (Human)	662
O00584	reviewed	RNT2_HUMAN	Ribonuclease T2 (EC 4.6.1.19) (Ribonuclease 6)	RNASET2 RNASE6PL	Homo sapiens (Human)	256
O00585	reviewed	CCL21_HUMAN	C-C motif chemokine 21 (6Ckine) (Beta-chemokine exodus-2) (Secondary lymphoid-tissue chemokine) (SLC) (Small-inducible cytokine A21)	CCL21 SCYA21 UNQ784/PRO1600	Homo sapiens (Human)	134
O00590	reviewed	ACKR2_HUMAN	Atypical chemokine receptor 2 (C-C chemokine receptor D6) (Chemokine receptor CCR-10) (Chemokine receptor CCR-9) (Chemokine-binding protein 2) (Chemokine-binding protein D6)	ACKR2 CCBP2 CCR10 CMKBR9 D6	Homo sapiens (Human)	384
O00602	reviewed	FCN1_HUMAN	Ficolin-1 (Collagen/fibrinogen domain-containing protein 1) (Ficolin-A) (Ficolin-alpha) (M-ficolin)	FCN1 FCNM	Homo sapiens (Human)	326
O00622	reviewed	CCN1_HUMAN	CCN family member 1 (Cellular communication network factor 1) (Cysteine-rich angiogenic inducer 61) (Insulin-like growth factor-binding protein 10) (IBP-10) (IGF-binding protein 10) (IGFBP-10) (Protein CYR61) (Protein GIG1)	CCN1 CYR61 GIG1 IGFBP10	Homo sapiens (Human)	381
O00625	reviewed	PIR_HUMAN	Pirin (EC 1.13.11.24) (Probable quercetin 2,3-dioxygenase PIR) (Probable quercetinase)	PIR	Homo sapiens (Human)	290
O00629	reviewed	IMA3_HUMAN	Importin subunit alpha-3 (Importin alpha Q1) (Qip1) (Karyopherin subunit alpha-4)	KPNA4 QIP1	Homo sapiens (Human)	521
O00631	reviewed	SARCO_HUMAN	Sarcolipin	SLN	Homo sapiens (Human)	31
O00746	reviewed	NDKM_HUMAN	Nucleoside diphosphate kinase, mitochondrial (NDK) (NDP kinase, mitochondrial) (EC 2.7.4.6) (Nucleoside diphosphate kinase D) (NDPKD) (nm23-H4)	NME4 NM23D	Homo sapiens (Human)	187
O00755	reviewed	WNT7A_HUMAN	Protein Wnt-7a	WNT7A	Homo sapiens (Human)	349
O00757	reviewed	F16P2_HUMAN	Fructose-1,6-bisphosphatase isozyme 2 (FBPase 2) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase 2) (Muscle FBPase)	FBP2	Homo sapiens (Human)	339
O00762	reviewed	UBE2C_HUMAN	Ubiquitin-conjugating enzyme E2 C (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme C) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme C) (UbcH10) (Ubiquitin carrier protein C) (Ubiquitin-protein ligase C)	UBE2C UBCH10	Homo sapiens (Human)	179
O00763	reviewed	ACACB_HUMAN	Acetyl-CoA carboxylase 2 (EC 6.4.1.2) (ACC-beta)	ACACB ACC2 ACCB	Homo sapiens (Human)	2458
O00764	reviewed	PDXK_HUMAN	Pyridoxal kinase (EC 2.7.1.35) (Pyridoxine kinase)	PDXK C21orf124 C21orf97 PKH PNK PRED79	Homo sapiens (Human)	312
O00767	reviewed	SCD_HUMAN	Stearoyl-CoA desaturase (hSCD1) (EC 1.14.19.1) (Acyl-CoA desaturase) (Delta(9)-desaturase) (Delta-9 desaturase) (Fatty acid desaturase)	SCD FADS5 SCD1 SCDOS	Homo sapiens (Human)	359
O14490	reviewed	DLGP1_HUMAN	Disks large-associated protein 1 (DAP-1) (Guanylate kinase-associated protein) (hGKAP) (PSD-95/SAP90-binding protein 1) (SAP90/PSD-95-associated protein 1) (SAPAP1)	DLGAP1 DAP1 GKAP	Homo sapiens (Human)	977
O14492	reviewed	SH2B2_HUMAN	SH2B adapter protein 2 (Adapter protein with pleckstrin homology and Src homology 2 domains) (SH2 and PH domain-containing adapter protein APS)	SH2B2 APS	Homo sapiens (Human)	632
O14493	reviewed	CLD4_HUMAN	Claudin-4 (Clostridium perfringens enterotoxin receptor) (CPE-R) (CPE-receptor) (Williams-Beuren syndrome chromosomal region 8 protein)	CLDN4 CPER CPETR1 WBSCR8	Homo sapiens (Human)	209
O14497	reviewed	ARI1A_HUMAN	AT-rich interactive domain-containing protein 1A (ARID domain-containing protein 1A) (B120) (BRG1-associated factor 250) (BAF250) (BRG1-associated factor 250a) (BAF250A) (Osa homolog 1) (hOSA1) (SWI-like protein) (SWI/SNF complex protein p270) (SWI/SNF-related, matrix-associated, actin-dependent regulator of chromatin subfamily F member 1) (hELD)	ARID1A BAF250 BAF250A C1orf4 OSA1 SMARCF1	Homo sapiens (Human)	2285
O14508	reviewed	SOCS2_HUMAN	Suppressor of cytokine signaling 2 (SOCS-2) (Cytokine-inducible SH2 protein 2) (CIS-2) (STAT-induced STAT inhibitor 2) (SSI-2)	SOCS2 CIS2 SSI2 STATI2	Homo sapiens (Human)	198
O14519	reviewed	CDKA1_HUMAN	Cyclin-dependent kinase 2-associated protein 1 (CDK2-associated protein 1) (Deleted in oral cancer 1) (DOC-1) (Putative oral cancer suppressor)	CDK2AP1 CDKAP1 DOC1	Homo sapiens (Human)	115
O14520	reviewed	AQP7_HUMAN	Aquaporin-7 (AQP-7) (Aquaglyceroporin-7) (Aquaporin adipose) (AQPap) (Aquaporin-7-like)	AQP7 AQP7L AQP9	Homo sapiens (Human)	342
O14521	reviewed	DHSD_HUMAN	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial (CybS) (CII-4) (Malate dehydrogenase [quinone] cytochrome b small subunit) (QPs3) (Succinate dehydrogenase complex subunit D) (Succinate-ubiquinone oxidoreductase cytochrome b small subunit) (Succinate-ubiquinone reductase membrane anchor subunit)	SDHD SDH4	Homo sapiens (Human)	159
O14522	reviewed	PTPRT_HUMAN	Receptor-type tyrosine-protein phosphatase T (R-PTP-T) (EC 3.1.3.48) (Receptor-type tyrosine-protein phosphatase rho) (RPTP-rho)	PTPRT KIAA0283	Homo sapiens (Human)	1441
O14523	reviewed	C2C2L_HUMAN	Phospholipid transfer protein C2CD2L (C2 domain-containing protein 2-like) (C2CD2-like) (Transmembrane protein 24)	C2CD2L KIAA0285 TMEM24 DLNB23	Homo sapiens (Human)	706
O14526	reviewed	FCHO1_HUMAN	F-BAR domain only protein 1	FCHO1 KIAA0290	Homo sapiens (Human)	889
O14529	reviewed	CUX2_HUMAN	Homeobox protein cut-like 2 (Homeobox protein cux-2)	CUX2 CUTL2 KIAA0293	Homo sapiens (Human)	1486
O14531	reviewed	DPYL4_HUMAN	Dihydropyrimidinase-related protein 4 (DRP-4) (Collapsin response mediator protein 3) (CRMP-3) (UNC33-like phosphoprotein 4) (ULIP-4)	DPYSL4 CRMP3 ULIP4	Homo sapiens (Human)	572
O14544	reviewed	SOCS6_HUMAN	Suppressor of cytokine signaling 6 (SOCS-6) (Cytokine-inducible SH2 protein 4) (CIS-4) (Suppressor of cytokine signaling 4) (SOCS-4)	SOCS6 CIS4 SOCS4	Homo sapiens (Human)	535
O14556	reviewed	G3PT_HUMAN	Glyceraldehyde-3-phosphate dehydrogenase, testis-specific (EC 1.2.1.12) (Spermatogenic cell-specific glyceraldehyde 3-phosphate dehydrogenase 2) (GAPDH-2) (Spermatogenic glyceraldehyde-3-phosphate dehydrogenase)	GAPDHS GAPD2 GAPDH2 GAPDS HSD-35 HSD35	Homo sapiens (Human)	408
O14558	reviewed	HSPB6_HUMAN	Heat shock protein beta-6 (HspB6) (Heat shock 20 kDa-like protein p20) (Heat shock protein family B member 6)	HSPB6	Homo sapiens (Human)	160
O14561	reviewed	ACPM_HUMAN	Acyl carrier protein, mitochondrial (ACP) (CI-SDAP) (NADH-ubiquinone oxidoreductase 9.6 kDa subunit)	NDUFAB1	Homo sapiens (Human)	156
O14579	reviewed	COPE_HUMAN	Coatomer subunit epsilon (Epsilon-coat protein) (Epsilon-COP)	COPE	Homo sapiens (Human)	308
O14593	reviewed	RFXK_HUMAN	DNA-binding protein RFXANK (Ankyrin repeat family A protein 1) (Regulatory factor X subunit B) (RFX-B) (Regulatory factor X-associated ankyrin-containing protein)	RFXANK ANKRA1 RFXB	Homo sapiens (Human)	260
O14595	reviewed	CTDS2_HUMAN	Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 2 (EC 3.1.3.16) (Nuclear LIM interactor-interacting factor 2) (NLI-interacting factor 2) (Protein OS-4) (Small C-terminal domain phosphatase 2) (Small CTD phosphatase 2) (SCP2)	CTDSP2 NIF2 OS4 SCP2	Homo sapiens (Human)	271
O14607	reviewed	UTY_HUMAN	Histone demethylase UTY (EC 1.14.11.68) (Ubiquitously-transcribed TPR protein on the Y chromosome) (Ubiquitously-transcribed Y chromosome tetratricopeptide repeat protein) ([histone H3]-trimethyl-L-lysine(27) demethylase UTY)	UTY KDM6C	Homo sapiens (Human)	1347
O14617	reviewed	AP3D1_HUMAN	AP-3 complex subunit delta-1 (AP-3 complex subunit delta) (Adaptor-related protein complex 3 subunit delta-1) (Delta-adaptin)	AP3D1 PRO0039	Homo sapiens (Human)	1153
O14618	reviewed	CCS_HUMAN	Copper chaperone for superoxide dismutase (Superoxide dismutase copper chaperone)	CCS	Homo sapiens (Human)	274
O14625	reviewed	CXL11_HUMAN	C-X-C motif chemokine 11 (Beta-R1) (H174) (Interferon gamma-inducible protein 9) (IP-9) (Interferon-inducible T-cell alpha chemoattractant) (I-TAC) (Small-inducible cytokine B11)	CXCL11 ITAC SCYB11 SCYB9B	Homo sapiens (Human)	94
O14638	reviewed	ENPP3_HUMAN	Ectonucleotide pyrophosphatase/phosphodiesterase family member 3 (E-NPP 3) (NPP3) (Alkaline phosphodiesterase I) (EC 3.1.4.1) (Dinucleoside polyphosphatase) (EC 3.6.1.-) (Nucleotide diphosphatase) (Nucleotide pyrophosphatase) (NPPase) (EC 3.6.1.9) (Phosphodiesterase I beta) (PD-Ibeta) (Phosphodiesterase I/nucleotide pyrophosphatase 3) (CD antigen CD203c)	ENPP3 PDNP3	Homo sapiens (Human)	875
O14640	reviewed	DVL1_HUMAN	Segment polarity protein dishevelled homolog DVL-1 (Dishevelled-1) (DSH homolog 1)	DVL1	Homo sapiens (Human)	695
O14641	reviewed	DVL2_HUMAN	Segment polarity protein dishevelled homolog DVL-2 (Dishevelled-2) (DSH homolog 2)	DVL2	Homo sapiens (Human)	736
O14645	reviewed	IDLC_HUMAN	Axonemal dynein light intermediate polypeptide 1 (Inner dynein arm light chain, axonemal) (hp28)	DNALI1	Homo sapiens (Human)	258
O14646	reviewed	CHD1_HUMAN	Chromodomain-helicase-DNA-binding protein 1 (CHD-1) (EC 3.6.4.12) (ATP-dependent helicase CHD1)	CHD1	Homo sapiens (Human)	1710
O14649	reviewed	KCNK3_HUMAN	Potassium channel subfamily K member 3 (Acid-sensitive potassium channel protein TASK-1) (TWIK-related acid-sensitive K(+) channel 1) (Two pore potassium channel KT3.1) (Two pore K(+) channel KT3.1)	KCNK3 TASK TASK1	Homo sapiens (Human)	394
O14653	reviewed	GOSR2_HUMAN	Golgi SNAP receptor complex member 2 (27 kDa Golgi SNARE protein) (Membrin)	GOSR2 GS27	Homo sapiens (Human)	212
O14656	reviewed	TOR1A_HUMAN	Torsin-1A (Dystonia 1 protein) (Torsin ATPase-1A) (EC 3.6.4.-) (Torsin family 1 member A)	TOR1A DQ2 DYT1 TA TORA	Homo sapiens (Human)	332
O14662	reviewed	STX16_HUMAN	Syntaxin-16 (Syn16)	STX16	Homo sapiens (Human)	325
O14672	reviewed	ADA10_HUMAN	Disintegrin and metalloproteinase domain-containing protein 10 (ADAM 10) (EC 3.4.24.81) (CDw156) (Kuzbanian protein homolog) (Mammalian disintegrin-metalloprotease) (CD antigen CD156c)	ADAM10 KUZ MADM	Homo sapiens (Human)	748
O14678	reviewed	ABCD4_HUMAN	Lysosomal cobalamin transporter ABCD4 (EC 7.6.2.8) (ATP-binding cassette sub-family D member 4) (PMP70-related protein) (P70R) (Peroxisomal membrane protein 1-like) (PXMP1-L) (Peroxisomal membrane protein 69) (PMP69)	ABCD4 PXMP1L	Homo sapiens (Human)	606
O14684	reviewed	PTGES_HUMAN	Prostaglandin E synthase (EC 5.3.99.3) (Glutathione peroxidase PTGES) (EC 1.11.1.-) (Glutathione transferase PTGES) (EC 2.5.1.18) (Microsomal glutathione S-transferase 1-like 1) (MGST1-L1) (Microsomal prostaglandin E synthase 1) (MPGES-1) (p53-induced gene 12 protein)	PTGES MGST1L1 MPGES1 PGES PIG12	Homo sapiens (Human)	152
O14686	reviewed	KMT2D_HUMAN	Histone-lysine N-methyltransferase 2D (Lysine N-methyltransferase 2D) (EC 2.1.1.364) (ALL1-related protein) (Myeloid/lymphoid or mixed-lineage leukemia protein 2)	KMT2D ALR MLL2 MLL4	Homo sapiens (Human)	5537
O14713	reviewed	ITBP1_HUMAN	Integrin beta-1-binding protein 1 (Integrin cytoplasmic domain-associated protein 1) (ICAP-1)	ITGB1BP1 ICAP1	Homo sapiens (Human)	200
O14717	reviewed	TRDMT_HUMAN	tRNA (cytosine(38)-C(5))-methyltransferase (EC 2.1.1.204) (DNA (cytosine-5)-methyltransferase-like protein 2) (Dnmt2) (DNA methyltransferase homolog HsaIIP) (DNA MTase homolog HsaIIP) (M.HsaIIP) (PuMet)	TRDMT1 DNMT2	Homo sapiens (Human)	391
O14727	reviewed	APAF_HUMAN	Apoptotic protease-activating factor 1 (APAF-1)	APAF1 KIAA0413	Homo sapiens (Human)	1248
O14732	reviewed	IMPA2_HUMAN	Inositol monophosphatase 2 (IMP 2) (IMPase 2) (EC 3.1.3.25) (Inositol-1(or 4)-monophosphatase 2) (Myo-inositol monophosphatase A2)	IMPA2 IMP.18P	Homo sapiens (Human)	288
O14733	reviewed	MP2K7_HUMAN	Dual specificity mitogen-activated protein kinase kinase 7 (MAP kinase kinase 7) (MAPKK 7) (EC 2.7.12.2) (JNK-activating kinase 2) (MAPK/ERK kinase 7) (MEK 7) (Stress-activated protein kinase kinase 4) (SAPK kinase 4) (SAPKK-4) (SAPKK4) (c-Jun N-terminal kinase kinase 2) (JNK kinase 2) (JNKK 2)	MAP2K7 JNKK2 MEK7 MKK7 PRKMK7 SKK4	Homo sapiens (Human)	419
O14737	reviewed	PDCD5_HUMAN	Programmed cell death protein 5 (TF-1 cell apoptosis-related protein 19) (Protein TFAR19)	PDCD5 TFAR19	Homo sapiens (Human)	125
O14744	reviewed	ANM5_HUMAN	Protein arginine N-methyltransferase 5 (PRMT5) (EC 2.1.1.320) (72 kDa ICln-binding protein) (Histone-arginine N-methyltransferase PRMT5) (Jak-binding protein 1) (Shk1 kinase-binding protein 1 homolog) (SKB1 homolog) (SKB1Hs) [Cleaved into: Protein arginine N-methyltransferase 5, N-terminally processed]	PRMT5 HRMT1L5 IBP72 JBP1 SKB1	Homo sapiens (Human)	637
O14745	reviewed	NHRF1_HUMAN	Na(+)/H(+) exchange regulatory cofactor NHE-RF1 (NHERF-1) (Ezrin-radixin-moesin-binding phosphoprotein 50) (EBP50) (Regulatory cofactor of Na(+)/H(+) exchanger) (Sodium-hydrogen exchanger regulatory factor 1) (Solute carrier family 9 isoform A3 regulatory factor 1)	NHERF1 NHERF SLC9A3R1	Homo sapiens (Human)	358
O14746	reviewed	TERT_HUMAN	Telomerase reverse transcriptase (EC 2.7.7.49) (HEST2) (Telomerase catalytic subunit) (Telomerase-associated protein 2) (TP2)	TERT EST2 TCS1 TRT	Homo sapiens (Human)	1132
O14757	reviewed	CHK1_HUMAN	Serine/threonine-protein kinase Chk1 (EC 2.7.11.1) (CHK1 checkpoint homolog) (Cell cycle checkpoint kinase) (Checkpoint kinase-1)	CHEK1 CHK1	Homo sapiens (Human)	476
O14763	reviewed	TR10B_HUMAN	Tumor necrosis factor receptor superfamily member 10B (Death receptor 5) (TNF-related apoptosis-inducing ligand receptor 2) (TRAIL receptor 2) (TRAIL-R2) (CD antigen CD262)	TNFRSF10B DR5 KILLER TRAILR2 TRICK2 ZTNFR9 UNQ160/PRO186	Homo sapiens (Human)	440
O14764	reviewed	GBRD_HUMAN	Gamma-aminobutyric acid receptor subunit delta (GABA(A) receptor subunit delta) (GABAAR subunit delta)	GABRD	Homo sapiens (Human)	452
O14770	reviewed	MEIS2_HUMAN	Homeobox protein Meis2 (Meis1-related protein 1)	MEIS2 MRG1	Homo sapiens (Human)	477
O14773	reviewed	TPP1_HUMAN	Tripeptidyl-peptidase 1 (TPP-1) (EC 3.4.14.9) (Cell growth-inhibiting gene 1 protein) (Lysosomal pepstatin-insensitive protease) (LPIC) (Tripeptidyl aminopeptidase) (Tripeptidyl-peptidase I) (TPP-I)	TPP1 CLN2 GIG1 UNQ267/PRO304	Homo sapiens (Human)	563
O14775	reviewed	GNB5_HUMAN	Guanine nucleotide-binding protein subunit beta-5 (Gbeta5) (Transducin beta chain 5)	GNB5	Homo sapiens (Human)	395
O14776	reviewed	TCRG1_HUMAN	Transcription elongation regulator 1 (TATA box-binding protein-associated factor 2S) (Transcription factor CA150)	TCERG1 CA150 TAF2S	Homo sapiens (Human)	1098
O14777	reviewed	NDC80_HUMAN	Kinetochore protein NDC80 homolog (Highly expressed in cancer protein) (Kinetochore protein Hec1) (HsHec1) (Kinetochore-associated protein 2) (Retinoblastoma-associated protein HEC)	NDC80 HEC HEC1 KNTC2	Homo sapiens (Human)	642
O14782	reviewed	KIF3C_HUMAN	Kinesin-like protein KIF3C	KIF3C	Homo sapiens (Human)	793
O14786	reviewed	NRP1_HUMAN	Neuropilin-1 (Vascular endothelial cell growth factor 165 receptor) (CD antigen CD304)	NRP1 NRP VEGF165R	Homo sapiens (Human)	923
O14788	reviewed	TNF11_HUMAN	Tumor necrosis factor ligand superfamily member 11 (Osteoclast differentiation factor) (ODF) (Osteoprotegerin ligand) (OPGL) (Receptor activator of nuclear factor kappa-B ligand) (RANKL) (TNF-related activation-induced cytokine) (TRANCE) (CD antigen CD254) [Cleaved into: Tumor necrosis factor ligand superfamily member 11, membrane form; Tumor necrosis factor ligand superfamily member 11, soluble form]	TNFSF11 OPGL RANKL TRANCE	Homo sapiens (Human)	317
O14791	reviewed	APOL1_HUMAN	Apolipoprotein L1 (Apolipoprotein L) (Apo-L) (ApoL) (Apolipoprotein L-I) (ApoL-I)	APOL1 APOL	Homo sapiens (Human)	398
O14792	reviewed	HS3S1_HUMAN	Heparan sulfate glucosamine 3-O-sulfotransferase 1 (EC 2.8.2.23) (Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 1) (3-OST-1) (Heparan sulfate 3-O-sulfotransferase 1) (h3-OST-1)	HS3ST1 3OST 3OST1	Homo sapiens (Human)	307
O14793	reviewed	GDF8_HUMAN	Growth/differentiation factor 8 (GDF-8) (Myostatin)	MSTN GDF8	Homo sapiens (Human)	375
O14796	reviewed	SH21B_HUMAN	SH2 domain-containing protein 1B (EWS/FLI1-activated transcript 2) (EAT-2)	SH2D1B EAT2	Homo sapiens (Human)	132
O14802	reviewed	RPC1_HUMAN	DNA-directed RNA polymerase III subunit RPC1 (RNA polymerase III subunit C1) (EC 2.7.7.6) (DNA-directed RNA polymerase III largest subunit) (DNA-directed RNA polymerase III subunit A) (RNA polymerase III 155 kDa subunit) (RPC155) (RNA polymerase III subunit C160)	POLR3A	Homo sapiens (Human)	1390
O14807	reviewed	RASM_HUMAN	Ras-related protein M-Ras (EC 3.6.5.2) (Ras-related protein R-Ras3)	MRAS RRAS3	Homo sapiens (Human)	208
O14810	reviewed	CPLX1_HUMAN	Complexin-1 (Complexin I) (CPX I) (Synaphin-2)	CPLX1	Homo sapiens (Human)	134
O14815	reviewed	CAN9_HUMAN	Calpain-9 (EC 3.4.22.-) (Digestive tract-specific calpain) (New calpain 4) (nCL-4) (Protein CG36)	CAPN9 NCL4	Homo sapiens (Human)	690
O14818	reviewed	PSA7_HUMAN	Proteasome subunit alpha type-7 (Proteasome subunit RC6-1) (Proteasome subunit XAPC7) (Proteasome subunit alpha-4) (alpha-4)	PSMA7 HSPC	Homo sapiens (Human)	248
O14832	reviewed	PAHX_HUMAN	Phytanoyl-CoA dioxygenase, peroxisomal (EC 1.14.11.18) (Phytanic acid oxidase) (Phytanoyl-CoA alpha-hydroxylase) (PhyH)	PHYH PAHX	Homo sapiens (Human)	338
O14836	reviewed	TR13B_HUMAN	Tumor necrosis factor receptor superfamily member 13B (Transmembrane activator and CAML interactor) (CD antigen CD267)	TNFRSF13B TACI	Homo sapiens (Human)	293
O14842	reviewed	FFAR1_HUMAN	Free fatty acid receptor 1 (G-protein coupled receptor 40)	FFAR1 GPR40	Homo sapiens (Human)	300
O14843	reviewed	FFAR3_HUMAN	Free fatty acid receptor 3 (G-protein coupled receptor 41)	FFAR3 GPR41	Homo sapiens (Human)	346
O14862	reviewed	AIM2_HUMAN	Interferon-inducible protein AIM2 (Absent in melanoma 2)	AIM2	Homo sapiens (Human)	343
O14867	reviewed	BACH1_HUMAN	Transcription regulator protein BACH1 (BTB and CNC homolog 1) (HA2303)	BACH1	Homo sapiens (Human)	736
O14874	reviewed	BCKD_HUMAN	Branched-chain alpha-ketoacid dehydrogenase kinase (BCKDH kinase) (BCKDHKIN) (BDK) (EC 2.7.11.1) ([3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial) (EC 2.7.11.4)	BCKDK	Homo sapiens (Human)	412
O14879	reviewed	IFIT3_HUMAN	Interferon-induced protein with tetratricopeptide repeats 3 (IFIT-3) (CIG49) (ISG-60) (Interferon-induced 60 kDa protein) (IFI-60K) (Interferon-induced protein with tetratricopeptide repeats 4) (IFIT-4) (Retinoic acid-induced gene G protein) (P60) (RIG-G)	IFIT3 CIG-49 IFI60 IFIT4 ISG60	Homo sapiens (Human)	490
O14893	reviewed	GEMI2_HUMAN	Gem-associated protein 2 (Gemin-2) (Component of gems 2) (Survival of motor neuron protein-interacting protein 1) (SMN-interacting protein 1)	GEMIN2 SIP1	Homo sapiens (Human)	280
O14907	reviewed	TX1B3_HUMAN	Tax1-binding protein 3 (Glutaminase-interacting protein 3) (Tax interaction protein 1) (TIP-1) (Tax-interacting protein 1)	TAX1BP3 TIP1	Homo sapiens (Human)	124
O14917	reviewed	PCD17_HUMAN	Protocadherin-17 (Protocadherin-68)	PCDH17 PCDH68 PCH68	Homo sapiens (Human)	1159
O14920	reviewed	IKKB_HUMAN	Inhibitor of nuclear factor kappa-B kinase subunit beta (I-kappa-B-kinase beta) (IKK-B) (IKK-beta) (IkBKB) (EC 2.7.11.10) (I-kappa-B kinase 2) (IKK-2) (IKK2) (Nuclear factor NF-kappa-B inhibitor kinase beta) (NFKBIKB) (Serine/threonine protein kinase IKBKB) (EC 2.7.11.1)	IKBKB IKKB	Homo sapiens (Human)	756
